"filename", "language", "JavaScript", "CSS", "JSON", "Markdown", "HTML", "comment", "blank", "total"
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\README.md", "Markdown", 0, 0, 0, 38, 0, 0, 33, 71
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\config-overrides.js", "JavaScript", 17, 0, 0, 0, 0, 1, 2, 20
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\package-lock.json", "JSON", 0, 0, 20864, 0, 0, 0, 1, 20865
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\package.json", "JSON", 0, 0, 55, 0, 0, 0, 1, 56
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\public\index.html", "HTML", 0, 0, 0, 0, 20, 0, 3, 23
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\public\manifest.json", "JSON", 0, 0, 25, 0, 0, 0, 1, 26
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\App.css", "CSS", 0, 41, 0, 0, 0, 0, 7, 48
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\App.js", "JavaScript", 63, 0, 0, 0, 0, 0, 3, 66
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\app\store.js", "JavaScript", 28, 0, 0, 0, 0, 0, 2, 30
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\components\CustomModal.js", "JavaScript", 18, 0, 0, 0, 0, 0, 3, 21
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\components\Custominput.js", "JavaScript", 19, 0, 0, 0, 0, 0, 3, 22
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\components\MainLayout.js", "JavaScript", 253, 0, 0, 0, 0, 0, 3, 256
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\auth\authService.js", "JavaScript", 45, 0, 0, 0, 0, 21, 15, 81
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\auth\authSlice.js", "JavaScript", 100, 0, 0, 0, 0, 13, 15, 128
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\bcategory\bcategoryService.js", "JavaScript", 35, 0, 0, 0, 0, 0, 7, 42
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\bcategory\bcategorySlice.js", "JavaScript", 145, 0, 0, 0, 0, 0, 11, 156
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\blogs\blogService.js", "JavaScript", 40, 0, 0, 0, 0, 0, 11, 51
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\blogs\blogSlice.js", "JavaScript", 152, 0, 0, 0, 0, 0, 10, 162
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\brands\brandService.js", "JavaScript", 35, 0, 0, 0, 0, 0, 8, 43
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\brands\brandSlice.js", "JavaScript", 145, 0, 0, 0, 0, 0, 10, 155
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\color\colorService.js", "JavaScript", 35, 0, 0, 0, 0, 0, 7, 42
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\color\colorSlice.js", "JavaScript", 145, 0, 0, 0, 0, 0, 10, 155
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\coupon\couponService.js", "JavaScript", 40, 0, 0, 0, 0, 0, 8, 48
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\coupon\couponSlice.js", "JavaScript", 153, 0, 0, 0, 0, 77, 21, 251
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\customers\customerService.js", "JavaScript", 10, 0, 0, 0, 0, 0, 7, 17
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\customers\customerSlice.js", "JavaScript", 40, 0, 0, 0, 0, 0, 5, 45
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\enquiry\enquiryService.js", "JavaScript", 32, 0, 0, 0, 0, 0, 7, 39
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\enquiry\enquirySlice.js", "JavaScript", 124, 0, 0, 0, 0, 0, 9, 133
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\pcategory\pcategoryService.js", "JavaScript", 35, 0, 0, 0, 0, 0, 8, 43
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\pcategory\pcategorySlice.js", "JavaScript", 145, 0, 0, 0, 0, 0, 10, 155
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\product\productService.js", "JavaScript", 66, 0, 0, 0, 0, 22, 12, 100
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\product\productSlice.js", "JavaScript", 160, 0, 0, 0, 0, 72, 20, 252
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\upload\uploadService.js", "JavaScript", 16, 0, 0, 0, 0, 0, 9, 25
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\features\upload\uploadSlice.js", "JavaScript", 72, 0, 0, 0, 0, 2, 5, 79
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\index.css", "CSS", 0, 69, 0, 0, 0, 5, 12, 86
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\index.js", "JavaScript", 12, 0, 0, 0, 0, 0, 2, 14
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\AddCoupon.js", "JavaScript", 137, 0, 0, 0, 0, 136, 27, 300
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Addblog.js", "JavaScript", 212, 0, 0, 0, 0, 16, 27, 255
"c:\Users\Vikash\Desktop\Edugyan\2 ongoing\BME\admin pannel\src\pages\Addblogcat.js", "JavaScript", 86, 0, 0, 0, 0, 2, 20, 108
